2023-01,12,32
2023-02,11,40
2023-03,5,27
2023-04,11,53
2023-05,16,73
2023-06,12,69
2023-07,10,66
2023-08,15,90
2023-09,13,64
2023-10,11,54
2023-11,10,52
2023-12,10,53
2024-01,19,103
2024-02,22,97
2024-03,32,255
2024-04,27,111
2024-05,23,71
2024-06,22,96
2024-07,30,103
2024-08,31,188
2024-09,24,167
2024-10,37,249
2024-11,21,170
2024-12,28,161
