sha,date,chrome-version,chrome,firefox-version,firefox,ladybird-version,ladybird,safari-version,safari,servo-version,servo
c7076ab2397dd3dcf0bb93dc304d05be04cd2a47,2024-10-12,131.0.6770.0,195.76820451565473,133.0a1,210.0093498351851,1.0,5655.764542169436,205 preview,759.780010771784,Servo 0.0.1-febe7de,3237.492619137333
c7076ab2397dd3dcf0bb93dc304d05be04cd2a47,2024-10-13,131.0.6770.0,195.76923355750242,133.0a1,212.58934983518512,1.0,5628.601701076132,205 preview,759.280010771784,Servo 0.0.1-e5e1ef9,3245.72825729222
39a90c06cb7f6a756ce21543b1cec2f792c3ee08,2024-10-14,131.0.6777.2,194.13987805301286,133.0a1,213.4156165912173,1.0,5639.6786186942245,205 preview,758.3082854063147,Servo 0.0.1-e5e1ef9,3254.0485205940686
100f9048d8f8e318e70cc66af3004afaee24f532,2024-10-15,131.0.6778.2,194.58541137801075,133.0a1,210.82299411773178,1.0,5625.103827889619,205 preview,758.8082854063147,Servo 0.0.1-717baff,3162.931534119863
00e1df7e329f3d11b91d7b2e11a2db63bbd98ef9,2024-10-16,132.0.6780.0,199.59719461293184,133.0a1,224.85305163445992,1.0,5758.6803735268895,205 preview,758.5210486899549,Servo 0.0.1-2f1862a,3178.840210048032
9a1f194b93ab04b266e38facc95fb2a85a54f7e2,2024-10-17,132.0.6781.0,199.7638612795985,133.0a1,225.34468927292156,1.0,5742.8516050551625,205 preview,762.7480103178947,Servo 0.0.1-ed959d7,3174.2186734705347
f045090e93242202f84b55fc7e53542b80f2fe32,2024-10-18,132.0.6784.0,110,133.0a1,165,1.0,3387,205 preview,592,Servo 0.0.1-fc56926,1520.9511848284228
5a9d9349a312e12a950d5f4703cd41609a06f242,2024-10-19,132.0.6786.0,110,133.0a1,164,1.0,3382,205 preview,605,Servo 0.0.1-41fd39a,1527.345144711587
5a9d9349a312e12a950d5f4703cd41609a06f242,2024-10-20,132.0.6786.0,201.2653076374913,133.0a1,229.00688057251642,1.0,5723.71932141262,205 preview,752.0367046343309,Servo 0.0.1-a008b6f,3173.3669687365773
517a9605e5e07afe4eda71d3f00399e1b3b0bfe1,2024-10-22,132.0.6791.0,204.51181926539826,133.0a1,227.0387853344212,1.0,5735.676782274622,205 preview,754.0850799149642,Servo 0.0.1-4d11b2d,3206.202444610658
